"site","bAut","det","fish","mInv","sInv","zooP","sum_tot","bAut_prop","det_prop","fish_prop","mInv_prop","sInv_prop","zooP_prop"
"PAC56",102.4,20.42,14.54,68.81,39.02,18.42,263.61,0.388452638367285,0.0774629187056637,0.0551572398619172,0.261029551230985,0.148021698721596,0.0698759531125526
"PAC58",19.54,6.2,2.79,16.17,9.05,6.02,59.77,0.326919859461268,0.103730968713401,0.0466789359210306,0.270537058725113,0.151413752718755,0.100719424460432
"PAC59",49.52,12.03,8.06,50.61,19.82,14.24,154.28,0.320974850920404,0.0779751101892663,0.0522426756546539,0.328039927404719,0.128467721026705,0.092299714804252
"PAC6",3.51,0.24,3.55,6.61,2.43,0.56,16.9,0.207692307692308,0.0142011834319527,0.210059171597633,0.39112426035503,0.143786982248521,0.0331360946745562
"PAC60",28.66,6.4,1.71,24.92,14.97,7.04,83.7,0.342413381123059,0.0764635603345281,0.0204301075268817,0.297729988052569,0.178853046594982,0.0841099163679809
"PAC7",40.28,9.92,6.48,27.15,6.85,2.76,93.44,0.431078767123288,0.106164383561644,0.0693493150684932,0.290560787671233,0.0733090753424658,0.0295376712328767
"PAC8",16.07,4.67,9,26.76,7.82,7.39,71.71,0.224097057593083,0.0651234137498257,0.125505508297309,0.373169711337331,0.109050341653884,0.103053967368568
"RAJA11",6.49,2.68,1.66,7.42,2.53,1.83,22.61,0.287041132242371,0.118531623175586,0.0734188412206988,0.328173374613003,0.111897390535161,0.08093763821318
"RAJA12",18.52,3.65,5.11,29.09,10.21,8.44,75.02,0.246867501999467,0.048653692348707,0.0681151692881898,0.387763263129832,0.136097040789123,0.112503332444681
"RAJA13",91.75,24.32,18.9,141.28,51.5,49.56,377.31,0.243168747184013,0.0644562826323183,0.0500914367496223,0.374440115554849,0.136492539291299,0.131350878587899
"RAJA14",24.05,6.53,15.97,63.44,17.87,10.53,138.39,0.17378423296481,0.0471854902810897,0.11539851145314,0.4584146253342,0.129127827155141,0.0760893128116193
"RAJA15",223.69,38.01,79,600.03,167.09,60.25,1168.07,0.191503933839582,0.0325408579965242,0.0676329329577851,0.513693528641263,0.143047933771092,0.0515808127937538
"RAJA17",34.36,8.64,78.93,82.13,11.67,18.81,234.54,0.146499530996845,0.0368380660015349,0.336531082118189,0.350174810266905,0.049756971092351,0.080199539524175
"RAJA18",53.22,13.19,15.22,68.08,20.63,15.63,185.97,0.286175189546701,0.0709254180781847,0.0818411571758886,0.366080550626445,0.110931870731838,0.0840458138409421
"RAJA19",94.4,19.38,24.23,93.44,30.65,35.87,297.97,0.31681041715609,0.0650401047085277,0.0813169110984327,0.313588616303655,0.102862704299091,0.120381246434205
"RAJA20",14.11,4.71,8.5,33.66,8.94,8.68,78.6,0.179516539440204,0.0599236641221374,0.108142493638677,0.42824427480916,0.113740458015267,0.110432569974555
"RAJA21",87.92,32.11,33.47,159.98,57.16,48.68,419.32,0.20967280358676,0.0765763617285128,0.0798197080988267,0.381522464943241,0.136315940093485,0.116092721549175
"RAJA23",33.22,13.46,11.98,73.26,30.2,20.03,182.15,0.182377161679934,0.0738951413670052,0.0657699698051057,0.402195992314027,0.165797419709031,0.109964315124897
"RAJA25",12.26,3.82,3.23,23.78,5.69,5.55,54.33,0.225658015829192,0.0703110620283453,0.0594515000920302,0.43769556414504,0.10473035155531,0.102153506350083
"RAJA27",3.32,1.02,2.3,5.54,1.85,1.1,15.13,0.219431592861864,0.0674157303370787,0.152015862524785,0.366159947124917,0.122273628552545,0.0727032385988103
"RAJA28",51.32,5.63,5.54,37.08,9.97,6.69,116.23,0.441538329174912,0.0484384410221113,0.0476641142562161,0.319022627548826,0.0857781983997247,0.0575582895982104
"RAJA29",24.18,6.11,5.05,35.39,13.98,11.37,96.08,0.251665278934221,0.0635928393005828,0.0525603663613655,0.368338884263114,0.145503746877602,0.118338884263114
"RAJA30",32.45,8.92,14.7,57.23,18,14.82,146.12,0.222077744319737,0.0610457158499863,0.100602244730359,0.391664385436627,0.123186422118806,0.101423487544484
"RAJA31",20.13,5.84,5.68,36.57,13.59,7.5,89.31,0.225394692643601,0.0653902138618296,0.0635987011532863,0.409472623446423,0.152166610681895,0.0839771582129661
"RAJA32",137.14,38.73,27.99,124.52,53.28,36.9,418.56,0.327647171253823,0.0925315366972477,0.0668721330275229,0.297496177370031,0.127293577981651,0.0881594036697248
"RAJA34",23.22,6.32,6.34,31.15,11.5,8.55,87.08,0.266651355075792,0.0725769407441433,0.0728066146072577,0.357717041800643,0.132062471290767,0.0981855764813964
"RAJA36",17.82,4.99,8.03,40.14,11.96,7.97,90.91,0.196018039819602,0.0548894511054889,0.0883291167088329,0.441535584644154,0.131558684413156,0.0876691233087669
"RAJA37",43.84,9.18,28.09,180.27,53.23,42.24,356.85,0.122852739246182,0.0257250945775536,0.0787165475690066,0.505170239596469,0.149166316379431,0.118369062631358
"RAJA38",104.49,34,29.84,122.24,37.02,25.97,353.56,0.295536825432741,0.096164724516348,0.0843986876343478,0.345740468378776,0.1047064147528,0.073452879284987
"RAJA39",119.72,12.58,86.82,94.46,22.13,69.17,404.88,0.295692550879273,0.0310709345979056,0.21443390634262,0.233303694921952,0.0546581703220707,0.170840742936179
"RAJA40",30.85,6.04,29.12,55.56,16.04,14.29,151.9,0.203094140882159,0.0397630019749835,0.191705069124424,0.365766951942067,0.105595786701777,0.0940750493745885
"RAJA41",76.16,7.85,33.52,90.15,22.26,20.56,250.5,0.304031936127744,0.0313373253493014,0.133812375249501,0.359880239520958,0.0888622754491018,0.0820758483033932
"RAJA42",65.9,21.26,14.42,99.31,40.63,28.15,269.67,0.24437275188193,0.0788370971928654,0.0534727630066377,0.368264916379278,0.150665628360589,0.1043868431787
"RAJA43",36.86,8.09,21.48,37.35,9.8,15.83,129.41,0.284831156788502,0.0625144888339386,0.165984081601113,0.288617572057801,0.0757283053859825,0.122324395332664
"RAJA44",56.58,12.51,89.96,119.5,32.71,59,370.26,0.152811537838276,0.0337870685464268,0.242964403392211,0.322746178361152,0.0883433263112408,0.159347485550694
"RAJA45",27.88,8.34,12.72,26.41,10.9,6.77,93.02,0.299720490217158,0.0896581380348312,0.136744786067512,0.283917437110299,0.117179101268544,0.0727800473016556
"RAJA46",35.36,7.55,33.26,75.64,22.68,16.33,190.82,0.185305523530028,0.0395660832197883,0.174300387800021,0.396394507913217,0.118855465884079,0.0855780316528666
"RAJA47",25.44,4.14,14.87,41.99,17.78,8,112.22,0.226697558367492,0.0368918196399929,0.132507574407414,0.374175726252005,0.15843878096596,0.071288540367136
"RAJA48",149.84,14.21,59.83,236.12,42.88,71.38,574.26,0.260927106188834,0.0247448890746352,0.104186257096089,0.411172639570926,0.0746700100999547,0.124299097969561
"RAJA49",15.93,3.14,13.68,32.18,8.44,13.83,87.2,0.182683486238532,0.0360091743119266,0.156880733944954,0.369036697247706,0.0967889908256881,0.158600917431193
"RAJA50",66.25,11.84,161.28,130.2,29.51,51.87,450.95,0.146912074509369,0.026255682448165,0.357644971726356,0.288723805299922,0.0654396274531545,0.115023838563034
"RAJA51",73.17,11.25,37.62,119.93,34.94,27.8,304.71,0.24012995963375,0.0369203504971941,0.123461652062617,0.393587345344754,0.114666404121952,0.0912342883397329
"RAJA52",63.6,20.21,20.88,109.72,38.37,26.5,279.28,0.227728444571756,0.0723646519621885,0.074763678029218,0.392867373245488,0.137389000286451,0.0948868519048983
"RAJA53",86.57,18.12,19.6,123.48,46.27,31.13,325.17,0.266229972014638,0.0557246978503552,0.0602761632376911,0.379739828397454,0.142294799643264,0.0957345388565981
"RAJA54",20.73,5.04,10.27,32.99,11.5,8.71,89.24,0.232294935006723,0.0564769161810847,0.115082922456298,0.369677274764679,0.128865979381443,0.0976019722097714
"RT2",73.23,16.3,12.68,36.07,16.2,9.88,164.36,0.445546361645169,0.0991725480652227,0.0771477245071794,0.219457288878073,0.0985641275249452,0.060111949379411
"RT3",53.37,6.12,15.21,29.36,9.02,10.62,123.7,0.431447049312854,0.0494745351657235,0.122958771220695,0.237348423605497,0.0729183508488278,0.0858528698464026
"RT4",60.19,15.58,11.94,31.84,11.29,8.17,139.01,0.432990432342997,0.112078267750522,0.0858931012157399,0.22904826990864,0.0812171786202431,0.0587727501618589
"SEY7",20.03,7.02,2.62,19.58,6.92,6.65,62.82,0.318847500795925,0.111747851002865,0.0417064629099013,0.31168417701369,0.11015600127348,0.105858007004139
"TCI1",4.6,0.21,1.81,4.52,3.4,1.01,15.55,0.295819935691318,0.0135048231511254,0.116398713826367,0.290675241157556,0.218649517684887,0.064951768488746
"TCI2",15.71,0.19,2.28,2.93,7.81,1.21,30.13,0.521407235313641,0.00630600730169267,0.075672087620312,0.0972452704945237,0.259210089611683,0.040159309658148
"TI2",108.73,23.8,16.91,138.66,47.28,34.49,369.87,0.293968150971963,0.0643469327060859,0.0457187660529375,0.374888474328818,0.127828696569065,0.0932489793711304
"TI3",60.55,16.73,10.08,80.73,27.72,21.19,217,0.279032258064516,0.0770967741935484,0.0464516129032258,0.372027649769585,0.127741935483871,0.0976497695852535
"TI4",33.39,6.9,5.41,57.4,18.72,16.54,138.36,0.241326973113617,0.0498699045967043,0.0391008962127783,0.414859786065337,0.13529921942758,0.119543220583984
"TONGA12",142.29,14.17,3.41,64.54,33.18,18.12,275.71,0.516085742265424,0.0513945812629212,0.0123680678974285,0.234086540205288,0.120343839541547,0.0657212288273911
"TONGA4",39.85,12.97,2.14,15.2,13.4,4.59,88.15,0.452070334656835,0.1471355643789,0.024276800907544,0.172433352240499,0.152013613159387,0.0520703346568349
"WA65",2.53,0.73,0.82,5.84,2.06,1.27,13.25,0.190943396226415,0.0550943396226415,0.0618867924528302,0.440754716981132,0.155471698113208,0.0958490566037736
"WA66",5.02,1.75,2.33,13.21,2.67,1.63,26.61,0.188650883126644,0.0657647500939497,0.0875610672679444,0.496429913566328,0.100338218714769,0.0612551672303645
"WA67",9.29,2.67,7.6,21.83,6.92,6.28,54.59,0.170177688221286,0.0489100567869573,0.139219637296208,0.399890089760029,0.126763143432863,0.115039384502656
"WA68",41.26,9.96,20.54,65.86,20.63,20.94,179.19,0.230258384954518,0.055583458898376,0.11462693230649,0.367542831631229,0.115129192477259,0.116859199732128
"WA70",32.34,1.36,14.98,10.73,3.74,8.72,71.87,0.449979128982886,0.0189230555169055,0.208431890914151,0.149297342423821,0.0520384026714902,0.121330179490747
"WA71",11.32,4.49,3.23,23.96,3.64,4.31,50.95,0.222178606476938,0.0881256133464181,0.0633954857703631,0.470264965652601,0.0714425907752699,0.0845927379784102
"WA72",56.05,20.39,26.59,126.76,41.36,22.74,293.89,0.190717615434346,0.0693796998877131,0.0904760284460172,0.431317840008166,0.140732927285719,0.077375888938038
"WA73",5.02,1.37,1.82,9.8,3.01,2.02,23.04,0.217881944444444,0.0594618055555556,0.0789930555555556,0.425347222222222,0.130642361111111,0.0876736111111111
"WA74",29.33,11.33,19.74,76.82,24.09,19.28,180.59,0.162412093692895,0.0627388005980398,0.109308378094025,0.425383465308157,0.133396090591949,0.106761171714934
"WA76",30.81,7.22,15.6,49.22,20.37,12.91,136.13,0.226327774921031,0.0530375376478366,0.114596341732168,0.361566150003673,0.149636376992581,0.0948358187027106
"WA78",90.32,0.9,11.23,8.18,1.56,3.87,116.06,0.778218163019128,0.00775460968464587,0.0967602963984146,0.070480785800448,0.0134413234533862,0.0333448216439773
"WA80",16.14,4.28,29.54,55.5,11.77,13.68,130.91,0.123290810480483,0.0326942174012681,0.225651210755481,0.423955389198686,0.0899090978534871,0.104499274310595
"WA84",48.41,11.7,16.34,58.63,27.27,16.14,178.49,0.271219676172335,0.0655498907501821,0.091545744859656,0.328477785870357,0.152781668440809,0.0904252339066614
"WA85",29.18,4.84,6.55,41.32,15.27,14.13,111.29,0.262197861443077,0.0434899811303801,0.0588552430586755,0.371282235600683,0.137209093359691,0.126965585407494
